"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"862","XIX. kerület, Zrínyi utca 2.","37,5 millió Ft","47 m²","2","KISPEST  Smart Homes& ÖkoA XIX. kerületben, néhány percnyire a metrótól, az Ülloi útról nyíló, csendes mellékutcában várja Önt új otthona! Lakásaink megfelelnek a 'zöld hitel' feltételeinke!A KISPEST házakat már a tervezo asztalon is úgy alkottuk meg, hogy mindenben a 21. század otthonkeresoinek igényeit elégítsék ki. Itt valóban Ön van a központban!Zöld és Okos OtthonokA házak hutése és futése 100 százalékban megújuló forrásból, Stiebel Eltron által szállított rendszerrel. Az NGBS okosotthon vezérlésnek köszönhetoen Ön akár távolról, mobiltelefonja segítségével beállíthatja a ház homérsékletét, így otthonába érve tökéletes klíma fogadja.Lakásainkat a weboldalunkon letöltheto muszaki leírásban foglaltak alapján valósítjuk meg. Az abban foglaltaktól való eltérést csak az adott muszaki kivitelezés elotti idoszakban tudjuk megvalósítani.A központban: ÖnA KISPEST lakó-park, ma készen áll a jövo igényeinek megfelelni. Hiszünk abban, hogy a fenntartható megoldások és a magas színvonalú kivitelezés megtérülo befektetések. Szakmai csapatunk az elmúlt két évtizedben több ezer lakás építésében vett részt az ország egész területén.A KISPEST lakó-park lakásai befektetok számára is vonzó lehetoséget jelentenek. A lakások kialakítása és az alkalmazott muszaki megoldások, valamint a projekt helyszíne miatt fiatalok és egyetemisták számára könnyen kiadható lakásokról van szó – ami az átlagosnál magasabb megtérülést jelenthet.Lakásaink elérhetoek 29.000.000.-FT és 78.000.000.-FT közötti áron!Tekintse meg weboldalunkon a virtuális lakásválasztót, ahol naprakész adatok alapján kiválaszthatja az Ön számára legideálisabb lakást.Projekt videó: https://www.youtube.com/watch?v=_XNzRD_8b4wA beruházás helye: Budapest XIX. Zrínyi utca 2.Beruházás kezdete: 2021.szeptemberMuszaki átadás várható ideje: 2023. tavaszSzívesen várjuk elore egyeztetett idopontban, irodánkban egy személyes találkozóra (X. Salamon utca 2B), további részletek megbeszélésére. Ezen hirdetés és az abban szereplo információk nem minosülnek hivatalos ajánlattételnek! A változtatás jogát fenntartjuk. Hirdetésben szereplo képek látványtervek!","új építésu","2023","összkomfortos","AA","2","8","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nem","egy helyiségben","dél","utcai","4.26 m²","nem","teremgarázs hely - megvásárolható","nem tetotéri",NA,"2 800 000 Ft"
"863","II. kerület, Országút","74,9 millió Ft","68 m²","2","Margit krt. Margitszigethez közel eso részén mellékutcára nézo, kiváló állapotú társasházi lakás várja új tulajdonosait.A 68 m2-es alapterületu, 2 szobás, második emeleti ingatlan tágas szobáival, utcára nézo ablakaival, nagy belmagasságával megfelelo otthona lehet bármely korosztálynak. A társasház karbantartott, liftes. Felújított, kétrétegu, dupla nyílászáróinak köszönhetoen csendes, világos, elhelyezkedésének köszönhetoen minden egy szempillantás alatt elérheto. A közelben villamos, busz, üzletek, posta, gyógyszertár, orvosi rendelo. Ha a természet közelségére vágyunk, a Margit sziget 5 perc sétatávolságra található. A lakás futése gáz cirkó. Állapota kiváló, a vezetékek cseréje néhány éve megtörtént. A lakás klimatizált, a konyha magas minoségu gépekkel felszerelt. A ház pincéjében saját, zárható tároló található, amely a vételárban foglaltatik. A házhoz tartozó udvarban kocsibeállás opcionálisan bérelheto.","felújított","1950 elott","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"864","II. kerület, Kurucles","47,9 millió Ft","48 m²","2","Eladó lakás kuruclesen egy 12 lakásos téglaépítésu társasházban. Az épület 1972-ben készült el. Az ingatlan az 1. emeleten található, lift nincs benne.A lakás 48 négyzetméteres plusz 7 négyzetméter az erkély ami északkelet felé néz a társasház hátsó kertjére, a kertnek ezen a részén a lakóközösség kialakított egy kis közös teraszt . A lakóközösség kúltúrált többnyire idosek lakják akik folyamatosan rendben tartják a kertet.A lakás 1 nappali, 1 félszoba, ablakos konyha tárolóval, fürdoszoba és külön mosdóhelységbol áll + a közlekedo. A félszoba a nappaliból nyílik. A lakáshoz tartozik egy pincerész is.Kis ráfordítással ráfordítással remek otthon válhat belole, azoknak akik szeretnének egy csendes biztonságos környéken, jó lakóközösséggel lakni és fontos számukra hogy közel legyen a természet.Az utcában található a 129-es busz amit 2 perc alatt el lehet érni és 15 perc alatt elvisz a Széll Kálmán térre, vagy 10 perc sétára a 56, 56/A és 61-es villamos.A környéken található még általános/középiskola, CBA Príma üzlet, Dohánybolt.Parkolni a ház elott közterületen lehet.Ha kérdése lenne keressen bizalommal!Ez az ingatlan a Huség csomag megbízási portfólióhoz tartozik.","felújítandó","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északkelet","kertre néz","7 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"865","Zamárdi, Somogy megye","151,29 millió Ft","94 m²","3","Eladó Zamárdi csendes üdüloterületén újonnan épülo társasházban 2. emeleti panorámás lakás, az ingatlant körbeölelo hatalmas terasszal.A kis lakólétszámú társasház a Balaton-parttól mintegy 40 méterre készül.A lakás elosztása:- tágas nappali + konyha + étkezo- 2 db hálószoba- gardrób- fürdoszoba- külön wc- közlekedoMuszaki jellemzok:- burkolatok: a közös terekben magas kopásállóságú kerámia burkolat, a vizes helyiségekben kerámia burkolat, a szobákban laminált parketta- bejárati ajtó: több ponton záródó biztonsági lakásbejárati ajtó horganyzott acéllemezzel és tokszerkezettel, acélbordázattal, dekoratív PVC védoréteggel laminálva- nyílászárók: hoszigetelo üvegezésu, argongázzal töltött, 6 vagy7 légkamrás muanyag nyílászárók kívül antracitszürke, belülfehér színben háromszoros üvegezéssel, redonytokos kialakítással- belso ajtók: dekorfóliázott MDF lapos MDF tokos kivitelben- az erkélyeken biztonsági, edzett üvegezett korlát- futés: hoszivattyúsA 8 lakásos társasház Zamárdi Széplak Alsóhoz közel eso részén épül. Várható átadás 2022 nyara.A társasház földszintjén szaunával és jacuzzival felszerelt, zárt wellness részleget használhatnak a lakók.A lakáshoz fedett vagy felszíni parkoló valamint tároló vásárolható.A hirdetésben szereplo képek látványtervek.","nincs megadva","nincs megadva","luxus","nincs megadva","2","3","nincs megadva","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön helyiségben","észak","nincs megadva","81 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"866","Zalakaros, Zala megye","55,31 millió Ft","80 m²","1 + 2 fél","Zalakaros kedvelt, kertvárosi részén, új építésu 15 lakásos társasházban kínálunk modern anyagok felhasználásával megvalósuló lakásokat. Zalakaroson található Magyarország 2. legnagyobb gyógy és élményfürdoje. A város elhelyezkedése kiváló, az M7-es autópályán megközelítheto, Hévíz és Balaton is 40 km-en belül, Nagykanizsa 15 km-re fekszik. A társasház földszint és három emelet kialakítású. A három szintes társasház földszintjén 3 lakás, a 3 emeleten 4-4-4 lakás található az alaprajzok szerinti elrendezésben. A lakásokat folyosóról lehet megközelíteni, garzon és nappali + 2 szobás lakások kerültek kialakításra, így nyaralóként, apartmanként vagy lakásként is használhatóak, 4-8 nm erkélyek is a lakás részét képezik. A futésrol hoszivattyú rendszer, a melegvízrol villanybojler gondoskodik. A gépjármuvek parkolására felszíni beállók állnak rendelkezésre.  Ajánlom megvételre, aki nyaralóként használná, aki befektetési céllal kiadó apartmanként gondol az ingatlanra. Lakásként, akár CSOK igénybevételével is megvásárolható.Amennyiben hitelre, CSOK-ra vagy bármely más pénzügyi termékre szüksége lenne a vásárláshoz, kérem jelezze, annak intézésében tudunk segíteni!Referencia szám: M185673","nincs megadva","2021","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kertre néz","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"867","Zamárdi, Somogy megye","181,69 millió Ft","113 m²","3","Eladó Zamárdi csendes üdüloterületén újonnan épülo társasházban 2. emeleti panorámás lakás, az ingatlant körbeölelo hatalmas terasszal.A kis lakólétszámú társasház a Balaton-parttól mintegy 40 méterre készül.A lakás elosztása:- tágas nappali + konyha + étkezo- 2 db hálószoba- gardrób- fürdoszoba- külön wc- közlekedoMuszaki jellemzok:- burkolatok: a közös terekben magas kopásállóságú kerámia burkolat, a vizes helyiségekben kerámia burkolat, a szobákban laminált parketta- bejárati ajtó: több ponton záródó biztonsági lakásbejárati ajtó horganyzott acéllemezzel és tokszerkezettel, acélbordázattal, dekoratív PVC védoréteggel laminálva- nyílászárók: hoszigetelo üvegezésu, argongázzal töltött, 6 vagy7 légkamrás muanyag nyílászárók kívül antracitszürke, belülfehér színben háromszoros üvegezéssel, redonytokos kialakítással- belso ajtók: dekorfóliázott MDF lapos MDF tokos kivitelben- az erkélyeken biztonsági, edzett üvegezett korlát- futés: hoszivattyúsA 8 lakásos társasház Zamárdi Széplak Alsóhoz közel eso részén épül. Várható átadás 2022 nyara.A társasház földszintjén szaunával és jacuzzival felszerelt, zárt wellness részleget használhatnak a lakók.A lakáshoz fedett vagy felszíni parkoló valamint tároló vásárolható.A hirdetésben szereplo képek látványtervek.","nincs megadva","nincs megadva","luxus","nincs megadva","2","3","nincs megadva","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön helyiségben","észak","nincs megadva","98 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"868","Zamárdi, Somogy megye","77,85 millió Ft","67 m²","3","Eladó Zamárdi csendes üdüloterületén újonnan épülo társasházban 1. emeleti lakás mintegy 40 méterre a Balaton-parttól.A lakás elosztása:- tágas nappali + konyha + étkezo- 2 db hálószoba- gardrób- fürdoszoba- külön wcMuszaki jellemzok:- burkolatok: a közös terekben magas kopásállóságú kerámia burkolat, a vizes helyiségekben kerámia burkolat, a szobákban laminált parketta- bejárati ajtó: több ponton záródó biztonsági lakásbejárati ajtó horganyzott acéllemezzel és tokszerkezettel, acélbordázattal, dekoratív PVC védoréteggel laminálva- nyílászárók: hoszigetelo üvegezésu, argongázzal töltött, 6 vagy7 légkamrás muanyag nyílászárók kívül antracitszürke, belülfehér színben háromszoros üvegezéssel, redonytokos kialakítással- belso ajtók: dekorfóliázott MDF lapos MDF tokos kivitelben- az erkélyeken biztonsági, edzett üvegezett korlát- futés: hoszivattyúsA 8 lakásos, kis lakólétszámú társasház Zamárdi Széplak Alsóhoz közel eso részén épül. Várható átadás 2022 nyara.A társasház földszintjén szaunával és jacuzzival felszerelt, zárt wellness részleget használhatnak a lakók.A lakáshoz fedett vagy felszíni parkoló valamint tároló vásárolható.A hirdetésben szereplo képek látványtervek.","nincs megadva","nincs megadva","duplakomfortos","nincs megadva","1","3","nincs megadva","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön helyiségben","délkelet","nincs megadva","5 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"869","XIX. kerület, Wekerletelep","28,5 millió Ft","41 m²","2","WEKERLEI GYÖNGYSZEMHa nyugodt, csendes helyen keresel lakást, akkor tökéletes lehet neked ez az ingatlan.MENNYI FELÚJÍTÁSRA VAN SZÜKSÉG?Megértem, ha elkerülnéd a felújítással járó stresszt és bosszúságot. Ha ezt a lakást választod elkerülöd a bosszankodást, ugyanis rendben van a futés, a villamos- és vízhálózat, a burkolatok és a nyílászárók is újak.Legalább 10 évig nem lesz gondod vele, hiszen a muszaki dolgok is rendben vannak.Azt viszont tudni kell, hogy  bérlok lakják február 15-ig ezt a kis szépséget, tehát ha nem bankban szeretnéd állni hagyni a pénzt, hanem be szeretnéd fektetni, akkor ez a lakás tökéletes választás, megvétel után még profitot is fog termelni.HOL TALÁLHATÓ A LAKÁS?Kispest rózsadombján, a méltán híres Wekerle-telepen, ahol olyan érzése van az embernek, mintha nem is egy nyüzsgo fovárosban járna.A társasház egy zöld parkban helyezkedik el, viszont nagyon közel van több buszmegálló, amikkel perceken belül elérheto többféle bevásárló hely, uszoda, orvosi rendelo, piac, valamint metró is.MIÉRT EZ A LAKÁS ÉS MIÉRT NEKED?- ha szeretsz nyugodt környezetben, zöld övezetben, jobb levegon lakni- ha fontos a jó közlekedés- ha nem szeretnél nagy felújításba belevágni- ha jó helyre szeretnéd befektetni a pénzed- ha nem akarsz magas rezsiköltséget fizetni- ha rendezett környéken és társasházban szeretnél lakniMIT TARTALMAZ A VÉTELÁR?- gépesített konyhabútort - redonyre sem kell költened - pincei tárolót - nagyon szép kilátást- nyugodt életet egy nyugodt, csendes házban- egy igazán igényesen felújított otthontHívj és foglalj idopontot megtekintésre és tegyél rá ajánlatot!AZ ALAPRAJZ NEM MÉRETARÁNYOS ÉS CSAK TÁJÉKOZTATÓ JELLEGU!!!","felújított","1950 és 1980 között","nincs megadva","nincs megadva","4","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"870","Zamárdi, Somogy megye","84,96 millió Ft","65 m²","3","Eladó Zamárdi csendes üdüloterületén újonnan épülo társasházban 1. emeleti lakás mintegy 40 méterre a Balaton-parttól.A lakás elosztása:- tágas nappali + konyha + étkezo- 2 db hálószoba- fürdoszoba- külön wc- közlekedoMuszaki jellemzok:- burkolatok: a közös terekben magas kopásállóságú kerámia burkolat, a vizes helyiségekben kerámia burkolat, a szobákban laminált parketta- bejárati ajtó: több ponton záródó biztonsági lakásbejárati ajtó horganyzott acéllemezzel és tokszerkezettel, acélbordázattal, dekoratív PVC védoréteggel laminálva- nyílászárók: hoszigetelo üvegezésu, argongázzal töltött, 6 vagy7 légkamrás muanyag nyílászárók kívül antracitszürke, belülfehér színben háromszoros üvegezéssel, redonytokos kialakítással- belso ajtók: dekorfóliázott MDF lapos MDF tokos kivitelben- az erkélyeken biztonsági, edzett üvegezett korlát- futés: hoszivattyúsA 8 lakásos, kis lakólétszámú társasház Zamárdi Széplak Alsóhoz közel eso részén épül. Várható átadás 2022 nyara.A társasház földszintjén szaunával és jacuzzival felszerelt, zárt wellness részleget használhatnak a lakók.A lakáshoz fedett vagy felszíni parkoló valamint tároló vásárolható.A hirdetésben szereplo képek látványtervek.","nincs megadva","nincs megadva","duplakomfortos","nincs megadva","1","3","nincs megadva","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön helyiségben","észak","nincs megadva","9 m²","nincs megadva","nincs megadva","nincs megadva",NA,NA
"871","XIX. kerület, Zrínyi utca 2.","60,3 millió Ft","72 m²","3","KISPEST  Smart Homes& ÖkoA XIX. kerületben, néhány percnyire a metrótól, az Ülloi útról nyíló, csendes mellékutcában várja Önt új otthona! Lakásaink megfelelnek a 'zöld hitel' feltételeinke!A KISPEST házakat már a tervezo asztalon is úgy alkottuk meg, hogy mindenben a 21. század otthonkeresoinek igényeit elégítsék ki. Itt valóban Ön van a központban!Zöld és Okos OtthonokA házak hutése és futése 100 százalékban megújuló forrásból, Stiebel Eltron által szállított rendszerrel. Az NGBS okosotthon vezérlésnek köszönhetoen Ön akár távolról, mobiltelefonja segítségével beállíthatja a ház homérsékletét, így otthonába érve tökéletes klíma fogadja.Lakásainkat a weboldalunkon letöltheto muszaki leírásban foglaltak alapján valósítjuk meg. Az abban foglaltaktól való eltérést csak az adott muszaki kivitelezés elotti idoszakban tudjuk megvalósítani.A központban: ÖnA KISPEST lakó-park, ma készen áll a jövo igényeinek megfelelni. Hiszünk abban, hogy a fenntartható megoldások és a magas színvonalú kivitelezés megtérülo befektetések. Szakmai csapatunk az elmúlt két évtizedben több ezer lakás építésében vett részt az ország egész területén.A KISPEST lakó-park lakásai befektetok számára is vonzó lehetoséget jelentenek. A lakások kialakítása és az alkalmazott muszaki megoldások, valamint a projekt helyszíne miatt fiatalok és egyetemisták számára könnyen kiadható lakásokról van szó – ami az átlagosnál magasabb megtérülést jelenthet.Lakásaink elérhetoek 29.000.000.-FT és 78.000.000.-FT közötti áron!Tekintse meg weboldalunkon a virtuális lakásválasztót, ahol naprakész adatok alapján kiválaszthatja az Ön számára legideálisabb lakást.Projekt videó: https://www.youtube.com/watch?v=_XNzRD_8b4wA beruházás helye: Budapest XIX. Zrínyi utca 2.Beruházás kezdete: 2021.szeptemberMuszaki átadás várható ideje: 2023. tavaszSzívesen várjuk elore egyeztetett idopontban, irodánkban egy személyes találkozóra (X. Salamon utca 2B), további részletek megbeszélésére. Ezen hirdetés és az abban szereplo információk nem minosülnek hivatalos ajánlattételnek! A változtatás jogát fenntartjuk. Hirdetésben szereplo képek látványtervek!","új építésu","2023","összkomfortos","AA","2","8","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nem","külön helyiségben","délnyugat","utcai","19.84 m²","nem","teremgarázs hely - megvásárolható","nincs megadva",NA,"2 800 000 Ft"
"872","XIX. kerület, Zrínyi utca 2.","37,3 millió Ft","46 m²","2","KISPEST  Smart Homes& ÖkoA XIX. kerületben, néhány percnyire a metrótól, az Ülloi útról nyíló, csendes mellékutcában várja Önt új otthona! Lakásaink megfelelnek a 'zöld hitel' feltételeinke!A KISPEST házakat már a tervezo asztalon is úgy alkottuk meg, hogy mindenben a 21. század otthonkeresoinek igényeit elégítsék ki. Itt valóban Ön van a központban!Zöld és Okos OtthonokA házak hutése és futése 100 százalékban megújuló forrásból, Stiebel Eltron által szállított rendszerrel. Az NGBS okosotthon vezérlésnek köszönhetoen Ön akár távolról, mobiltelefonja segítségével beállíthatja a ház homérsékletét, így otthonába érve tökéletes klíma fogadja.Lakásainkat a weboldalunkon letöltheto muszaki leírásban foglaltak alapján valósítjuk meg. Az abban foglaltaktól való eltérést csak az adott muszaki kivitelezés elotti idoszakban tudjuk megvalósítani.A központban: ÖnA KISPEST lakó-park, ma készen áll a jövo igényeinek megfelelni. Hiszünk abban, hogy a fenntartható megoldások és a magas színvonalú kivitelezés megtérülo befektetések. Szakmai csapatunk az elmúlt két évtizedben több ezer lakás építésében vett részt az ország egész területén.A KISPEST lakó-park lakásai befektetok számára is vonzó lehetoséget jelentenek. A lakások kialakítása és az alkalmazott muszaki megoldások, valamint a projekt helyszíne miatt fiatalok és egyetemisták számára könnyen kiadható lakásokról van szó – ami az átlagosnál magasabb megtérülést jelenthet.Lakásaink elérhetoek 29.000.000.-FT és 78.000.000.-FT közötti áron!Tekintse meg weboldalunkon a virtuális lakásválasztót, ahol naprakész adatok alapján kiválaszthatja az Ön számára legideálisabb lakást.Projekt videó: https://www.youtube.com/watch?v=_XNzRD_8b4wA beruházás helye: Budapest XIX. Zrínyi utca 2.Beruházás kezdete: 2021.szeptemberMuszaki átadás várható ideje: 2023. tavaszSzívesen várjuk elore egyeztetett idopontban, irodánkban egy személyes találkozóra (X. Salamon utca 2B), további részletek megbeszélésére. Ezen hirdetés és az abban szereplo információk nem minosülnek hivatalos ajánlattételnek! A változtatás jogát fenntartjuk. Hirdetésben szereplo képek látványtervek!","új építésu","2023","összkomfortos","AA","2","8","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nem","egy helyiségben","dél","utcai","6.44 m²","nem","teremgarázs hely - megvásárolható","nincs megadva",NA,"2 800 000 Ft"
"873","XIX. kerület, Zrínyi utca 2.","30,1 millió Ft","32 m²","1","KISPEST  Smart Homes& ÖkoA XIX. kerületben, néhány percnyire a metrótól, az Ülloi útról nyíló, csendes mellékutcában várja Önt új otthona! Lakásaink megfelelnek a 'zöld hitel' feltételeinke!A KISPEST házakat már a tervezo asztalon is úgy alkottuk meg, hogy mindenben a 21. század otthonkeresoinek igényeit elégítsék ki. Itt valóban Ön van a központban!Zöld és Okos OtthonokA házak hutése és futése 100 százalékban megújuló forrásból, Stiebel Eltron által szállított rendszerrel. Az NGBS okosotthon vezérlésnek köszönhetoen Ön akár távolról, mobiltelefonja segítségével beállíthatja a ház homérsékletét, így otthonába érve tökéletes klíma fogadja.Lakásainkat a weboldalunkon letöltheto muszaki leírásban foglaltak alapján valósítjuk meg. Az abban foglaltaktól való eltérést csak az adott muszaki kivitelezés elotti idoszakban tudjuk megvalósítani.A központban: ÖnA KISPEST lakó-park, ma készen áll a jövo igényeinek megfelelni. Hiszünk abban, hogy a fenntartható megoldások és a magas színvonalú kivitelezés megtérülo befektetések. Szakmai csapatunk az elmúlt két évtizedben több ezer lakás építésében vett részt az ország egész területén.A KISPEST lakó-park lakásai befektetok számára is vonzó lehetoséget jelentenek. A lakások kialakítása és az alkalmazott muszaki megoldások, valamint a projekt helyszíne miatt fiatalok és egyetemisták számára könnyen kiadható lakásokról van szó – ami az átlagosnál magasabb megtérülést jelenthet.Lakásaink elérhetoek 29.000.000.-FT és 78.000.000.-FT közötti áron!Tekintse meg weboldalunkon a virtuális lakásválasztót, ahol naprakész adatok alapján kiválaszthatja az Ön számára legideálisabb lakást.Projekt videó: https://www.youtube.com/watch?v=_XNzRD_8b4wA beruházás helye: Budapest XIX. Zrínyi utca 2.Beruházás kezdete: 2021.szeptemberMuszaki átadás várható ideje: 2023. tavaszSzívesen várjuk elore egyeztetett idopontban, irodánkban egy személyes találkozóra (X. Salamon utca 2B), további részletek megbeszélésére. Ezen hirdetés és az abban szereplo információk nem minosülnek hivatalos ajánlattételnek! A változtatás jogát fenntartjuk. Hirdetésben szereplo képek látványtervek!","új építésu","2023","összkomfortos","AA","1","8","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nem","egy helyiségben","dél","utcai","4.26 m²","nem","teremgarázs hely - megvásárolható","nincs megadva",NA,"2 800 000 Ft"
"874","Zamárdi, Somogy megye","86,41 millió Ft","66 m²","3","Eladó Zamárdi csendes üdüloterületén újonnan épülo társasházban földszinti lakás mintegy 40 méterre a Balaton-parttól.A lakás elosztása:- tágas nappali + konyha + étkezo- 2 db hálószoba- gardrób- fürdoszoba- külön wc- közlekedoMuszaki jellemzok:- burkolatok: a közös terekben magas kopásállóságú kerámia burkolat,  a vizes helyiségekben kerámia burkolat, a szobákban laminált parketta- bejárati ajtó: több ponton záródó biztonsági lakásbejárati ajtó horganyzott acéllemezzel és tokszerkezettel, acélbordázattal, dekoratív PVC védoréteggel laminálva- nyílászárók: hoszigetelo üvegezésu, argongázzal töltött, 6 vagy7 légkamrás muanyag nyílászárók kívül antracitszürke, belülfehér színben háromszoros üvegezéssel, redonytokos kialakítással- belso ajtók: dekorfóliázott MDF lapos MDF tokos kivitelben- az erkélyeken biztonsági, edzett üvegezett korlát - futés: hoszivattyúsA 8 lakásos, kis lakólétszámú társasház Zamárdi Széplak Alsóhoz közel eso részén épül. Várható átadás 2022 nyara.A társasház földszintjén szaunával és jacuzzival felszerelt, zárt wellness részleget használhatnak a lakók.A lakáshoz fedett vagy felszíni parkoló valamint tároló vásárolható.A hirdetésben szereplo képek látványtervek.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","földszint","3","nincs megadva","nincs megadva","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","külön helyiségben","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA
"875","XIX. kerület, Zrínyi utca 2.","38,1 millió Ft","49 m²","2","KISPEST  Smart Homes& ÖkoA XIX. kerületben, néhány percnyire a metrótól, az Ülloi útról nyíló, csendes mellékutcában várja Önt új otthona! Lakásaink megfelelnek a 'zöld hitel' feltételeinke!A KISPEST házakat már a tervezo asztalon is úgy alkottuk meg, hogy mindenben a 21. század otthonkeresoinek igényeit elégítsék ki. Itt valóban Ön van a központban!Zöld és Okos OtthonokA házak hutése és futése 100 százalékban megújuló forrásból, Stiebel Eltron által szállított rendszerrel. Az NGBS okosotthon vezérlésnek köszönhetoen Ön akár távolról, mobiltelefonja segítségével beállíthatja a ház homérsékletét, így otthonába érve tökéletes klíma fogadja.Lakásainkat a weboldalunkon letöltheto muszaki leírásban foglaltak alapján valósítjuk meg. Az abban foglaltaktól való eltérést csak az adott muszaki kivitelezés elotti idoszakban tudjuk megvalósítani.A központban: ÖnA KISPEST lakó-park, ma készen áll a jövo igényeinek megfelelni. Hiszünk abban, hogy a fenntartható megoldások és a magas színvonalú kivitelezés megtérülo befektetések. Szakmai csapatunk az elmúlt két évtizedben több ezer lakás építésében vett részt az ország egész területén.A KISPEST lakó-park lakásai befektetok számára is vonzó lehetoséget jelentenek. A lakások kialakítása és az alkalmazott muszaki megoldások, valamint a projekt helyszíne miatt fiatalok és egyetemisták számára könnyen kiadható lakásokról van szó – ami az átlagosnál magasabb megtérülést jelenthet.Lakásaink elérhetoek 29.000.000.-FT és 78.000.000.-FT közötti áron!Tekintse meg weboldalunkon a virtuális lakásválasztót, ahol naprakész adatok alapján kiválaszthatja az Ön számára legideálisabb lakást.Projekt videó: https://www.youtube.com/watch?v=_XNzRD_8b4wA beruházás helye: Budapest XIX. Zrínyi utca 2.Beruházás kezdete: 2021.szeptemberMuszaki átadás várható ideje: 2023. tavaszSzívesen várjuk elore egyeztetett idopontban, irodánkban egy személyes találkozóra (X. Salamon utca 2B), további részletek megbeszélésére. Ezen hirdetés és az abban szereplo információk nem minosülnek hivatalos ajánlattételnek! A változtatás jogát fenntartjuk. Hirdetésben szereplo képek látványtervek!","új építésu","2023","összkomfortos","AA","1","8","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nem","egy helyiségben","dél","utcai","4.26 m²","nem","teremgarázs hely - megvásárolható","nincs megadva",NA,"2 800 000 Ft"
