"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Parkolás","Tetotér","Panelprogram","Parkolóhely ára"
"11","VI. kerület, Teréz körút 1.","22,9 millió Ft","24 m²","1 + 1 fél","ELADÓ Erzsébet körúton 24 nm 1+félszobás BELSO KÉTSZINTES FIATALOS KISLAKÁS!KÍVÁLÓ BEFEKTETÉSNEK(AZONNAL KIADHATÓ,ILLETVE A HÁZBAN NEM TILTOTT AZ Airbnb) VAGY AKÁR ELSO OTTHONNAK IS IDEÁLIS!Egy 3 emeletes ház földszintjén található a lakás,udvari kilátással.Alacsony rezsi fogyasztás alapján fizetendo,közös kltsg 3100 Ft.A futést energiatakarékos elektromos futopanelek biztosítják.Az ingatlan 1/1 tulajdonú,tehermentesÁra:22,9 mFt","felújított","1981 és 2000 között","összkomfortos","nincs megadva","földszint","3","nincs","nincs megadva","elektromos","nincs megadva","10 E Ft/hó","nincs megadva","nincs megadva","nincs megadva","udvari","nincs megadva","nem","nincs megadva","nincs megadva",NA,NA
"12","XIII. kerület, Szent István park","169,9 millió Ft","94 m²","2 + 1 fél","Eladó lakás a Szent István parkból, az egyik legszebb lépcsoházból!A ház tényleg az egyik legszebb, márvány lépcsoház, bauhaus stílus, üvegpanorámás lift, stb!A lakás 94m2 a klasszikus 2+1 szoba hallos elosztású, a parkra nézo francia és egy normál erkéllyel!A lakás állapota átlagos, de inkább felújítandó!Amennyiben egy gyönyöru házban szeretne lakni, s a környék szerelmese, akkor ne szalassza el ezt a ritka alkalmat, hiszen ebben a házban pár éve nem volt eladó lakás!Várom hívását!","nincs megadva","1950 elott","összkomfortos","nincs megadva","nincs megadva","8","van","3 m-nél magasabb","házközponti egyedi méréssel","van","37 E Ft/hó","nem","külön és egyben is","délnyugat","utcai","2 m²","nincs megadva","utca, közterület","nem tetotéri",NA,NA
"13","Miskolc, Kis-Hunyad utca","26,9 millió Ft","55 m²","2","Miskolcon,a Kis-Hunyad utcában 55 m2-es gyönyöruen felújított lakás eladó!Az ingatlan belváros legjobb helyén található Városház tér, sétáló utca 5 perc gyalogos távolságra! Az ár fotókon látható TELJES BERENDEZÉSSEL együtt értendo, hozza a boröndjét és vegye birtokba! Az ingatlan jellemzoi: -kifizetett panelprogram-ötletes térelválsztó a nappaliban-elektromos kandalló-egyedi méros radiátorok-épített konyhabútor, beépített gépekkel, étkezopulttal-tökéletes harmóniával megálmodott, sarokkádas fürdoszoba-több légkamrás hang- és hoszigetelt muanyag ablakok, redonnyel, szúnyoghálóval felszerelve-több ponton záródó, biztonsági bejárati ajtó-két különnyíló szoba-a teljes elektromos hálózat, víz- és szennyvízvezetékek cseréje ( FI RELÉ)-új minoségu burkolatok, szaniterek, csempék az egész lakásban-harmonikus stílus és színvilág-nagyon kedvezo rezsiköltség-déli tájoláskiváló panoráma az Avasi kilátó feléKIVÁLÓ VÁLASZTÁS FIATAL PÁROKNAK, CSALÁDOKNAK EGYARÁNT, VAGY FEKTESSE BE PÉNZÉT ÉS ADJA KI JÓ ÁRON A BELVÁROSTÓL KARNYÚJTÁSNYIRA!Busz- ás villamosmegálló közelében! Jöjjön el és nézze meg éloben, GARANTÁLTAN BELESZERET!","felújított","1981 és 2000 között","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs megadva","nincs megadva","nem","külön helyiségben","dél","panorámás","3 m²","nem","utca, közterület - fizetos övezet","nincs megadva","részt vett",NA
"14","VI. kerület, Külso-Terézváros","59,9 millió Ft","78 m²","3","*****KIZÁRÓLAG AZ OTP INGATLANPONT KÍNÁLATÁBAN***** Andrássy út és az Oktogon közelében eladó, egy csendes, 3 emeleti 78 nm-es, 3 hálószobás lakás. A ház kívül és belül is nagyon jó állapotú, liftes, lakóközössége kiváló. Az ingatlan inkább felújítandó, de kisebb költségvetéssel rendelkezok is könnyen lakhatóvá tudják tenni. Futése konvektoros, a vizet gázbojler melegíti a konyhában és a fürdoszobában is. Korábban két albetéten lévo lakás volt, de a tulajdonosok összenyitották és a földhivatalnál is átvezették a változásokat. A két külön bejárata megmaradt, két másfélszobás lakás kényelmesen kialakítható belole, így befektetésnek is ajánlom. Ha szeretné megtekinteni, vagy további kérdése van, kérem keressen a megadott elérhetoségeken.","közepes állapotú","nincs megadva","komfortos","nincs megadva","3","4","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","délnyugat","udvari","nincs megadva","nincs megadva","utca, közterület - fizetos övezet","nincs megadva",NA,NA
"15","X. kerület, Tavas utca 7.","29,99 millió Ft","31 m²","1","ZÖLDHITEL FELVÉTELÉRE ALKALMAS INGATLAN!!!!!Budapest X. kerületében, tóparti, zöld környezetben, kiváló infrastruktúrával rendelkezo, alacsony fenntartási költségu, korszeru lakásokat kínálunk közvetlenül a beruházótól, már, már 720.000,-forint/ nm ártól.A lakópark Budapest, X. kerület Tavas utca 7. szám alatt épül, Tóparti Lakópark néven. Az épület tervezésénél fo szempont volt, hogy jó elosztású, és jól kihasznált, élheto világos terek alakuljanak ki, ezáltal modern lakóterek valósulhatnak meg, a mai elvárásoknak maximálisan eleget téve.A lakóparkban különbözo méretu, elosztású, 24 m2-91 m2-ig, 1-4 szobás, világos, erkélyes/teraszos lakások kapnak helyet, melyekhez pinceszinten illetve az épület zárt területén felszíni beálló tartozik. Ezeket 1,95 Mft-ért valamint 3,95 Mft-ért kínáljuk. A lakók kényelmét a kerékpártárolók, babakocsi tárolók, liftek segítik. A földszinti lakások szinte mindegyikéhez a kényelmes méretu teraszokon túl, kertkapcsolat is tartozik.A beruházás kiváló tömegközlekedéssel rendelkezik. A Köki Terminál pár perces autóútra van, innen metróval, vasúttal illetve busszal lehet tovább közlekedni, a lakók a projekttol a Köki Terminálig végig bicikli úton is közlekedhetnek. A 85, 85E, 117, 909 buszmegálló közvetlenül a lakópark mellett található. Ez a lakópark minden korosztály számára ideális, hiszen a kiváló közlekedés miatt, könnyen el lehet jutni bárhová, ugyanakkor a beruházás közvetlen közelében (gyalogosan) számtalan bevásárlási lehetoség, oktatási és nevelési intézmény, patika, orvosi rendelo található.A kikapcsolódás, sportolás is néhány lépésre van: közvetlenül közelében a tó körül kellemes sétát tehenek, a mellette lévo utcában uszoda és strand, mögötte hatalmas sportliget található.Az összesen 144 lakásos lakópark 3 tömbbol, tömbönként 2-2 épületbol áll. Az építkezést és az értékesítést is ütemezetten folyik, az elso ütem (A épület) muszaki átadása: 2022. február 28. míg a második ütem (B épület) muszaki átadása: 2022. augusztus 31. A további épületek tervezetten fél év eltéréssel kerülnek átadásra.Tökéletes választás azoknak, akik egy gyönyöru tó mellett, parkosított környezetre vágynak, de a városi közlekedés, és a kiváló infrastruktúra minden elonyét szeretnék kihasználniTovábbi információért hívja bizalommal értékesítési kollégánkat!","új építésu","2021","összkomfortos","BB","1","4","van","3 m-nél alacsonyabb","hoszivattyú, padlófutés","van","nincs megadva","nincs megadva","egy helyiségben","délkelet","kertre néz","8.33 m²","nincs megadva","teremgarázs hely - kötelezo megvenni","nincs megadva",NA,"3 000 000 Ft"
"16","XIV. kerület, Alsórákos - Paskálpark","108,3 millió Ft","110 m²","3","KIZÁRÓLAG AZ OTP INGATLANPONT KÍNÁLATÁBAN! ZÖLD OTTHON PROGRAMNAK MEGFELELO, HAMAROSAN KÖLTÖZHETO INGATLANOK! Budapest 14. kerületében, Zugló szívében korszeru építészeti megoldásokkal, több ütemben épülo PASKAL GARDEN lakóparkban kínálunk megvételre elegáns, élheto otthonokat. ------------A beruházás tervezésekor kiemelt figyelmet kapott az épületek barátságos megjelenése, a korszeru, jól használható alaprajzok kialakítása, a világos életterek, és a megújított Rákos-patak csendes környezetével harmonizáló parkosított belso kert megvalósítása. A három épületbol álló elegáns lakópark otthonaiban a futési és hutési energiát környezetbarát levegos-hoszivattyú rendszer biztosítja, a holeadók a mennyezetbe épített, szabad szemmel nem látható huto-futo rendszerek, melyekkel a helyiségek homérséklete egyedileg szabályozható, akár intelligens/okos hálózat részeként. -----------------------------A lakóépületek a Rákos-patak közelében helyezkednek el, amelynek közvetlen környéke a beruházás keretein belül már megújult; a patak mellett parkosított zöldfelület épült, sétánnyal, padok és szökokút kialakításával. A zöld környezetet és a természet közelségét fokozza a földszinti lakások kertkapcsolata, illetve az emeleti lakásokhoz tartozó napfényes erkély vagy tágas terasz, ahonnan akár a Rákos-patak nyugodt, megszépült környékének látványát is élvezhetjük. --------------Garázs és tároló vásárlása opcionális, az épületek alatti teremgarázsokban az összes lakás számára biztosít a beruházó parkolóhelyet, akár elektromos gépjármutöltovel. Mindegyik épületben megtalálható kisebb alapterületu, vagy akár több hálószobával rendelkezo ingatlan. A változatos méretu és alaprajzú lakástípusok között az elso lakást kereso fiatalok, a CSOK nyújtotta lehetoségeket kihasználni szándékozó családosok, vagy akár a befektetési céllal vásárlók is megtalálhatják álmaik otthonát.-------------- Az B épület tervezett átadása 2022. nyárLakás száma: BB-303Referencia szám: M204514","új építésu","2021","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél alacsonyabb","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","kertre néz","78 m²","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"17","VIII. kerület, Magdolna utca","36,5 millió Ft","30 m²","1","Berendezett, azonnal költözheto!VIII. kerület Magdolna utcában, a Simona házban eladó még nem lakott, berendezett, 30 nm. alapterületu, 5 nm. erkéllyel rendelkezo lakás.A lakás teljesen berendezett és gépesített, a vételár kifizetése után azonnal költözheto.A Nemzeti Közszolgálati egyetem, a Semmelweis egyetem és az Óbudai egyetem gazdasági kara  sétatávolságon belül található.A felsooktatási intézmények közelsége miatt diákok, befektetok részére is ideális!A lakás muszakilag újépítésu, de jogilag használt lakásnak minosül, nem beruházótól vásárolható meg!Kérdéseivel, illetve megtekintésért kérem, hogy keressen elérhetoségeimen!Referencia szám: LK080700","újszeru","2020","összkomfortos","nincs megadva","2","nincs megadva","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"18","XI. kerület, Hosszúrét","168,79 millió Ft","130 m²","5","ÚJ ÉPÍTÉS 2022. II. NEGYEDÉV ÁTADÁSSAL, ZÖLD HITEL, CSOK, ÁLLAMI TÁMOGATÁS, SAJÁT KERTRÉSZ, PANORÁMA, EXTRA MÉRETU TÁROLÓKAZ ELSO VÁSÁRLÓ  KEDVEZMÉNYBEN RÉSZESÜL!EGYEDI, IGÉNYES, OKOS TECHNOLÓGIÁVAL MEGVALÓSULÓ INGATLANOK MADÁRHEGY SZOMSZÉDSÁGÁBAN LEKÖTHETOEK 3 LAKÁSOS TÁRSASHÁZBAN *****GONDOSAN ÖSSZEVÁLOGATOTT VILÁGSZÍNVONALÚ ANYAGFELHASZNÁLÁSAA++ ENERGETIKAI BESOROLÁSÖnnek most lehetosége van ingatlant venni a Nevegy Residence Home-ban.Mirol is lenne szó?Adott egy panorámás telek a Nevegy utcában, a 11. kerületben, Budaörs szomszédságában.A környék már régóta kiépült terület, így aszfaltozott utcában található az ingatlan.A Panoráma adott, mind az otthonokból, mind a kertbol, ahol társasági életet élhetünk Családdal, s Barátokkal egyaránt.Az épület méretének köszönhetoen 3 lakás kerül az ingatlan piacra (100,55 nm, 126,45 nm, 129,74 nm), s mindhez van saját használatú:- nagyméretu tároló- 150 négyzetméteres szeparált kert/terasz (beleépítve az árba)- 1 vagy 2 db autóbeállóA muszaki leírás magáért beszél, kérésére küldöm e-mailben!Módosítások megoldhatóak, figyelembe véve mind két fél érdekeit.Érdemes minél hamarabb felvenni Velünk a kapcsolatot, hogy az Ön elképzelései megvalósuljanak leendo otthonában.Az alaprajzokon a bruttó négyzetméter látható. Muszaki alaprajzot szívesen küldök e-mailben.A lakás vételárán felül vannak további költségek, ezekrol személyes megkeresés után tudom tájékoztatni. (pl: tároló, autóbeálló)Kérdése van?  Keressen bizalommal!","új építésu","2022","duplakomfortos","AA++","1","3","nincs","3 m-nél alacsonyabb","mennyezeti hutés-futés, padlófutés","van","nincs megadva","nincs megadva","külön és egyben is","délnyugat","panorámás","5 m²","igen","udvari beálló - kötelezo megvenni","legfelso emelet, nem tetotéri",NA,"4 000 000 Ft"
"19","XI. kerület, Hosszúrét","123,71 millió Ft","100 m²","4","ÚJÉPÍTÉS 2022. II. NEGYEDÉV ÁTADÁSSAL, ZÖLD HITEL, CSOK, ÁLLAMI TÁMOGATÁS, SAJÁT KERTRÉSZ, PANORÁMA, EXTRA MÉRETU TÁROLÓKAZ ELSO VÁSÁRLÓ  KEDVEZMÉNYBEN RÉSZESÜL!EGYEDI, IGÉNYES, OKOS TECHNOLÓGIÁVAL MEGVALÓSULÓ INGATLANOK MADÁRHEGY SZOMSZÉDSÁGÁBAN LEKÖTHETOEK 3 LAKÁSOS TÁRSASHÁZBAN *****GONDOSAN ÖSSZEVÁLOGATOTT VILÁGSZÍNVONALÚ ANYAGFELHASZNÁLÁSAA++ ENERGETIKAI BESOROLÁSÖnnek most lehetosége van ingatlant venni a Nevegy Residence Home-ban.Mirol is lenne szó?Adott egy panorámás telek a Nevegy utcában, a 11. kerületben, Budaörs szomszédságában.A környék már régóta kiépült terület, így aszfaltozott utcában található az ingatlan.A Panoráma adott, mind az otthonokból, mind a kertbol, ahol társasági életet élhetünk Családdal, s Barátokkal egyaránt.Az épület méretének köszönhetoen 3 lakás kerül az ingatlan piacra (100,55 nm, 126,45 nm, 129,74 nm), s mindhez van saját használatú:- nagyméretu tároló- 150 négyzetméteres szeparált kert/terasz (beleépítve az árba)- 1 vagy 2 db autóbeállóA muszaki leírás magáért beszél, kérésére küldöm e-mailben!Módosítások megoldhatóak, figyelembe véve mind két fél érdekeit.Érdemes minél hamarabb felvenni Velünk a kapcsolatot, hogy az Ön elképzelései megvalósuljanak leendo otthonában.Az alaprajzokon a bruttó négyzetméter látható. Muszaki alaprajzot szívesen küldök e-mailben.A lakás vételárán felül vannak további költségek, ezekrol személyes megkeresés után tudom tájékoztatni. (pl: tároló, autóbeálló)Kérdése van?  Keressen bizalommal!","új építésu","2022","duplakomfortos","AA++","földszint","3","nincs","3 m-nél alacsonyabb","mennyezeti hutés-futés, padlófutés","van","nincs megadva","nem","külön és egyben is","délnyugat","panorámás","17 m²","igen","udvari beálló - kötelezo megvenni","nem tetotéri",NA,"2 000 000 Ft"
"20","VIII. kerület, Futó utca","39,9 millió Ft","61 m²","2","ZÖLD SZIGET A CORVINNEGYED SZÍVÉBEN!VIII. kerületben, Józsefváros-Corvinnegyed kedvelt utcájában, a Futó utcában, 61nm-es, 2 szobás , földszinti, ERKÉLYES, felújítandó lakás, külön zárható tárolóval eladó.A lakás zárt, futött lépcsoházból közelítheto meg, ablakai a Futó utcára néznek. Elrendezése sok lehetoséget rejt magában, felújítás és korszerusítés után, egy kiváló helyen lévo, szép lakás varázsolható belole. Frekventált elhelyezkedésének köszönhetoen, irodának is kiválóan alkalmas.A társasház zárt, gyönyöruen gondozott belso parkja külön említést érdemel,, ahol egy játszótér és egy parkoló is kialakításra került.A lakás futése házközponti, a lakóközösség jó.Ha további kérdése van, kérem forduljon hozzám bizalommal a hét bármely napján.","felújítandó","1950 és 1980 között","összkomfortos","nincs megadva","földszint","5","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","3 m²","nincs megadva","udvari beálló","nincs megadva",NA,NA
"21","I. kerület, Attila út","58,9 millió Ft","63 m²","2","Attila úton a Zerge lépcso mellett. Eladó I. kerület Krisztinaváros Váralja részen egy 63 nm-es, 2 szobás, 3. emeleti, lifttel rendelkezo, erkélyes felújítandó lakás. A ház az Attila útra meroleges. A lakás DK-i fekvésu, külön bejáratú szobákkal. A szobák ablakai a kertre, míg a többi helység ablakai a belso udvarra néznek. A nyílászárok az eredeti fa nyílászárók. A bejárati ajtó több ponton záródó biztonsági ajtó. A szobák parkettásak a többi helység járólaposak.Kis felújítással igazi otthon varázsolható belole.A lakáshoz egy 3 nm-es pince is tartozik.Család az elso tulajdonosa az ingatlannak. Tehermentes. Rövid határidovel költözhetoKözelben rendelo intézet, óvodák, iskolák, boltok, éttermek. Közlekedés kiváló, számos villamos és buszjárat érheto el. Rövid kellemes sétával a várba juthatunk fel, vagy a közelben található Vérmezore.Ajánlom pároknak, befektetésnek, Budát kedveloknek.","közepes állapotú","1950 és 1980 között","összkomfortos","nincs megadva","3","5","van","3 m-nél alacsonyabb","távfutés","nincs","nincs megadva","nincs megadva","külön helyiségben","délkelet","kertre néz","3 m²","nem","utca, közterület - fizetos övezet","nem tetotéri",NA,NA
"22","Szentendre, Pest megye","69,9 millió Ft","121 m²","5","AZONNAL KÖLTÖZHETO LAKÁS SZENTENDRÉN!Eladó Szentendrén, a Vasvári-lakótelep környékén, egy teljesköruen felújított, bruttó 121 m2-es, tetotéri téglalakás. A lakásban elotér, közlekedo, nappali-étkezo-konyha, kamra, 4 hálószoba és 2 fürdoszoba került kialakításra. A futést gázcirkó biztosítja, padlófutéssel, a hálószobákban radiátor holeadókkal. Az ár tartalmazza: gépesített konyhabútor, 2 db klíma, 1 autónak parkolóhely.","felújított","nincs megadva","duplakomfortos","nincs megadva","3","3","nincs","nincs megadva","gáz (cirko)","van","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","nincs megadva","nem","udvari beálló - benne van az árban","tetotéri",NA,NA
"23","XIII. kerület, Csata utca","98,64 millió Ft","95 m²","4","Eladó lakások ÚJ ÉPÍTÉSU társasházban a 13. kerületben!Típuslakás: 4 szobás apartmanElhelyezkedése: Földszint, 12-es lakásRövid leírás:A folyosóról a lakásba lépve egy eloszobába jutunk. Az eloszobán egyenesen áthaladva egy 35 nm-es amerikai konyhás nappali tárul elénk, ahol kényelmesen elfér a konyha, nappali illetve az étkezo is. Innen nyílik két hálószoba es egy közlekedon keresztül a harmadik hálószoba is. A közlekedobol megközelítjük a zuhanyzót, egy fürdoszobát WC-vel illetve egy másik egyedülálló WC-t. A 47 nm-es teraszra a nappaliból illetve mindhárom hálószobából is ki tudunk jutni. További lakások a házban a földszinttol a 7. emeletig:1 szobás garzon: 33,410,000 Ft.-tól2 szobás apartman: 39,676,000 Ft.-tól3 szobás apartman: 70,980,000 Ft.-tól4 szobás apartman: 98,644,000 Ft.-tól*Penthouse apartman: 97,734,000 Ft.-tól*ezek belso két szintes, dupla nappali, 2, 3 és 4 hálószobás apartmanok .A képek illusztrációk, ehelyezkedéstol függoen az egyes típuslakások méretei, árai, illetve a pontos alaprajz változhat, vannak erkélyes lakások, illetve van olyan, amelynek nincs erkélye.Pontos információkért, vagy megtekintéssel kapcsolatban forduljon hozzám bizalommal!","új építésu","2021","összkomfortos","nincs megadva","2","7","van","nincs megadva","hoszivattyú","nincs megadva","nincs megadva","nincs megadva","külön és egyben is","északkelet","udvari","48 m²","nincs megadva","teremgarázs hely - megvásárolható","nincs megadva",NA,NA
"24","Balatonlelle, Somogy megye","124,9 millió Ft","113 m²","4","Balatonlellén a Balaton déli-partjának egyik legnépszerubb üdülovárosában balatoni panorámás Penthouse  lakás eladó.A Balatontól pár lépésnyire található a  prémium kategóriás ingatlan, 600 m2-es osfás telken helyezkedik el, 3 lakásos  apartmanházban.Modern stílus, lapos tetos design,  minoségi burkolatok jellemzik az épületet.A Penthouse 113 m2 hasznos alapterületu, 1+3 szobás , 59nm-es terasszal és kizárólagos használatát képezo, 90nm- es tetoterasszal rendelkezik. A teljes kényelem érdekében szauna és jakuzzi kialakításra került a teraszon és innen a Balaton és a kishegyi táj  szépségét megcsodálhatjuk egyszerre.Az apartmanhoz tartozó muszaki tartalom minden esetben a megrendelo igényei szerint kerül végleges kialakításra.Muszaki tartalom:- Muanyag homlokzati nyílászárók, kívül antracit belül natúr fehér színben- Riasztó és kamera rendszer, muanyag homlokzati nyílászárók, kívül antracit belül natúr fehér színben- Rovarhálók és antracit alumínium elektromos mozgatású redony minden ablakon- Wellis szaniterek- Lakásonként egyedileg vezérelt, wifis Gree huto/futo klíma- Legrand kapcsolok- Hidegburkolatok: 60×60 as lapok 7000 Ft/nm áron választható színekben- Melegburkolatok: laminált padló 5000 Ft/nm áron választható- A konyhabútor gépek nélkül 500.000 Ft-ig a kivitelezo ajándékaAz ár tartalmaz két gépkocsi számára az ingatlanon belüli zárt parkolóhelyet.Balaton, panoráma, nyugalom, pihenés, déli part, szabadság, prémium minoség, ha ezt keresi, megtalálta !Várható átadás 2021. oszFelmerülo kérdéseivel, forduljon hozzám bizalommal!","nincs megadva","2021","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,NA
"25","XIII. kerület, Angyalföld","73,68 millió Ft","61 m²","3","Budapesti ingatlaniroda eladásra kínálja 2251 referenciaszámú projekt lakásait. Az építkezés a XIII.-dik kerület folyamatosan megújuló kituno közlekedéssel rendelkezo Angyalföldi városrészén zajlik. A lakások folyamatosan lefoglalhatóak. Már csak pár lakás maradt!A lakásokhoz lefoglalhatóak különbözo méretu tárolók és teremgarázs helyek a szabad helyek függvényében. A tárolók ára 859.000Ft-os ártól elérhetoek. A garázsok ára: 3,7 millió Ft-tól választhatóak.VÁRHATÓ MUSZAKI ÁTADÁS: 2021. DECEMBER 31. HASZNÁLATBA VÉTELI ENGEDÉLY: 2022. FEBRUÁR VÉGE2EM. 03-AS LAKÁS: Kituno elosztású lakás, keleti fekvésu, második emeleti, két hálószobával, erkéllyel eladó, utcára nézo kilátással.(Nappali: 19.17nm, Konyha: 7.51nm, Háló: 12,50nm, Háló: 13.74nm, Fürdo: 5.21nm, Wc: 1,58nm, Tároló: 2.19nm, Közlekedo: 4.02nm, Elotér: 7,99nm, Erkély: 6.89nm és 1.11nm).ÖSSZES NETTÓ ALAPTERÜLET: 77.02NMEXKLUZÍV TERVEZÉSU 1.800m²-es parkosított belso díszkert játszótérrel és kerti tóval. KOCKÁZATMENTES FIZETÉSI ÜTEMEZÉS, két részletben: 20% szerzodéskötéskor és a fennmaradó 80% a használatbavételi engedély kiadása után fizetendo a projektet finanszírozó bank feléMinden lakáshoz elegáns, por festett acél FRANCIA ERKÉLYES TERASZBIZTONSÁGI KAPUTELEFON ÉS TÉRFIGYELO KAMERARENDSZER a lakópark területén és parkoló-, tárolószintekenGYORSLIFTEK minden emeletre, még a parkoló és tárolók szintjére isLÉGKONDICIONÁLÓ készülékekhez elektromos csatlakozási elokészítésA lakások több mint 70%-a DÉLI TÁJOLÁSÚ kertre nézEXKLUZÍV KÖRNYEZET mindössze 71 lakássalSzupermarket és orvosi rendelo a társasház közvetlen közelébenKiváló hang- és hoszigetelo beton vázszerkezetVastag, biztonságos, tömörfa bejárati ajtók, világítással ellátva. Nagy, minoségi ablakok. Kényelmes, nagyméretu, csempézett belépo zuhanyfülke. Mély fürdokád fényes csempe-peremmel. Modern kerámia padlóburkolat.Az épület elhelyezkedésének egyik fo elonye a kerületben található INTÉZMÉNYEK SOKASÁGA. A közelben számtalan BÖLCSODE, ÓVODA, ISKOLA és EGÉSZSÉGÜGYI INTÉZMÉNY található. A sportoláshoz ideális helyszín az ANGYALFÖLDI SPORTKÖZPONT, a DAGÁLY FÜRDO ÉS A PALATINUS STRAND. A szórakozást keresoknek a közelben SZÁMOS SZÍNHÁZ (József Attila Színház, Vígszínház), GALÉRIA ÉS MOZI kínál kikapcsolódást. A BEVÁSÁRLÁSra pedig a környék szupermarketjei (Lidl, Aldi, Penny Market), a KISBOLTOK, a Váci úti Tesco, a Duna Plaza, a Lehel téri piac és az Újpesti Városközponti üzletei nyújtanak megoldást.A KERTVÁROSI HANGULAT mellett a környék TÖMEGKÖZLEKEDÉSE is KIVÁLÓ. A 14-es villamos Fiastyúk utcai megállója rövid sétányira, míg a 30, 32, 20E, 30A és 230 jelu buszok megállója is pár percnyire található. A lakópark ezen felül AUTÓVAL IS KÖNNYEDÉN MEGKÖZELÍTHETO.AZ ÉPÜLET MEGJELENÉSÉBEN IGAZODIK A FOLYAMATOSAN KIALAKULÓ ÚJ LAKÓKÖRNYEZETHEZ. A homlokzati anyaghasználat a modern, letisztult megoldásokat követi: nagyobb felületek egységes megjelenéssel, kevés különbözo, foként természetes anyagok használatával. A homlokzatokon megjeleno mészko burkolat és a végigfutó színes erkélysávok teszik egyedivé az épület megjelenését.Az alaprajzi változások foként a CSOK keretében való jobb kondíciójú értékesítés lehetoségét célozzák.","új építésu","2021","összkomfortos","nincs megadva","2","5","van","nincs megadva","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","7 m²","nincs megadva","teremgarázs hely - megvásárolható","nem tetotéri",NA,NA
"26","XI. kerület, Kékperje utca 8.","94,9 millió Ft","85 m²","4","XI. Kerület, A Tóváros Lakóparban a Kékperje utca 8. alatt eladó egy újszeru állapotú, 85 m²-es, 4 szobás, elso emeleti, teraszos és erkélyes, duplakomfortos, panorámás, déli fekvésu, csendes lakás a hozzátartozó garázzsal és tárolóval. Az ingatlan a Tóváros Lakópark 2011-ben átadott ütemében található, a Kánai út felé tekint, így a Hosszúréti-patakra panorámás, csendes. A 4 szobás ingatlan az alábbi felosztással rendelkezik: amerikai konyhás nappali (21.35 m²), melybol nyílik a terasz (13 m²), két jó méretu fürdoszoba (5.31 m², 5.8 m²), három hálószoba (9.88 m², 9.19 m², 12.53 m²) - a legnagyobbhoz egy 3 m²-es erkély tartozik.A lakás bovelkedik a tárolókban, az eloszobai tárolószekrények szekrény mellett a nappaliból hátranyíló széles közlekedoben egy tágas, tolóajtós, tükrös tárolószekrény található, mely a vételát részét képezi. A hutést és a futést fan-coil biztosítja. Minden közmu egyedi méros. Az ingatlanra eso közös költség összege 28500 Ft. A lakáshoz tartozik egy cirka 12 m²-es tároló és egy teremgarázs hely, melyeket kötelezo megvásárolni. Az ingatlan per-, teher- és igénymentes, azonnal birtokbaveheto.","újszeru","2011","duplakomfortos","nincs megadva","1","4","van","3 m-nél alacsonyabb","fan-coil","van","nincs megadva","igen","egy helyiségben","dél","panorámás","16 m²","nincs megadva","teremgarázs hely - kötelezo megvenni","nem tetotéri",NA,"5 000 000 Ft"
