"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Parkolás","Parkolóhely ára"
"11","IX. kerület, Lenhossék utca","77,7 millió Ft","78 m²","4","A Sunny Side Residence egy folyamatosan fejlodo és megújuló városrészben, a IX. kerületi Lenhossék utca 16. szám alatt épülo, 71 lakásból álló 7 emeletes lakóház. Az épületben 1-4 szobás lakások találhatóak 28 m2-tol 78 m2-ig, amelynek szinte mindegyikhez saját balkon vagy loggia tartozik.A nagy üvegfelületekkel célunk az volt, hogy természetes, napfénygazdag otthonokat teremtsünk a leendo lakók számára. A projekt különlegessége, hogy a monosplit klíma a lakások alapfelszereltségének részét képezik.A tervezéskor nem csupán arra figyeltünk, hogy korszeru és elegáns lakóházat alkossunk, hanem kulcsfontosságúnak tartottuk a minoségi és idotálló anyagfelhasználást is. Emellett az energiatudatosság is lényeges pontja volt a tervezésnek, az épület tetején elhelyezett napelemek a melegvíz eloállításának költségeit csökkentik.Az épülethez tartozik egy kétszintes mélygarázs is, amelyben parkolóhelyek és tárolók is elérhetoek.","új építésu","2022","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","nincs megadva","igen","nincs megadva","északnyugat","kertre néz","17.57 m²","nem","nem tetotéri","teremgarázs hely - megvásárolható","4 300 000 Ft"
"12","XIII. kerület, Turóc utca 9.","77,7 millió Ft","61 m²","3","Kinottük szeretett háromszobás, legfelso, 7.emeleti Marina parti lakásunkat. A lakás pár éve belso építész által teljesen fel lett újítva. Így kerültek be a síkba záródó ajtók, vinyl tapéták, álmenyezet rejtett világításokkal. Nappali egyik falát üvegfalra cseréltük, így az egész lakás fényárban úszik. Konyhában beépített gépek, gránit mosogató, magasfényu konyhabútor található. Esztétikus beépített bútorok a lakás részét képezik. A többi bútor megállapodás része lehet. Gyerekszoba falát képzomuvész által festett egyedi minta díszíti. A 11 nm-es tágas erkélyrol a lemeno nap fényében gyönyörködhetünk a Budai hegyekben. Erkélyen árnyékoló található, ablakokon szúnyogháló és alumínium redonyök vannak. Nagy melegben klíma gondoskodik a kellemes homérsékletrol. Duna parti sétány 2 percre, ahol szabadtéri kondirész, játszóterek, éttermek találhatóak. Duna pláza 5 percre található, közlekedés kiváló.Ingatlanközvetítok kíméljenek.","újszeru","2001 és 2010 között","összkomfortos","CC","7","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","van","24 E Ft/hó","igen","külön helyiségben","északnyugat","panorámás","11 m²","nem","legfelso emelet, nem tetotéri","teremgarázs hely - megvásárolható",NA
"13","XIV. kerület, Istvánmezo","77,7 millió Ft","74 m²","3","ELOÉRTÉKESÍTÉS!VÁROSLIGET SZOMSZÉDSÁGÁBAN, ISTVÁNMEZON 3 TORONYBÓL ÁLLÓ GEOTERMIKUS LAKÁSOK ELADÓK!Zugló közkedvelt részén, Istvánmezon, Gizella - Cserei utca sarkán 35 lakásból álló társasház épül.A lakások 3 toronyban helyezkednek el, magas minoségu anyagokból épül a ház, illetve ami nem megszokott a kerületben, hogy ezek mind geotermikus lakások, így a fenntartása nagyon alacsony. A Geotermikus futési rendszer digitálisan szabályozható padló- és mennyezetfutéssel biztosítja otthona melegét vagy éppen hutését.Az épületek felmeno teherhordó szerkezete vasbeton pillérvázas rendszer, a lakáselválasztó falazatok hanggátló téglából készülnek.A homlokzati falak 15-17 cm vakolható ásványgyapot hoszigetelést kapnak.Különbözo méretu lakások helyezkednek el az épületben, 47 nm-tol 108 nm-ig, errol e-mailben ismertetot tudunk küldeni.Mindegyik lakáshoz tartozik  erkély vagy terasz, melyek 6- 15,45 nm közöttiek.A lakásokhoz teremgarázs beállók tartoznak, melynek ára 6 000 000,-Ft, illetve tárolók leköthetok 500 000,-Ft/ nm-es árban.Infrastruktúra kiváló, közelben BKV, számos vásárlási lehetoség, 10 perc alatt elérheto a belváros.További részletekért,muszaki tartalomért, illetve árlistáért kérem keressen e-mailben, vagy telefonon!","nincs megadva",NA,"összkomfortos","nincs megadva","1","nincs megadva","van","nincs megadva","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","utcai","15.7 m²","nincs megadva","nem tetotéri","teremgarázs hely - megvásárolható","6 000 000 Ft"
"14","XI. kerület, Kánai út","77,7 millió Ft","66 m²","3","Az Atenor által fejlesztett Lake11 Home&Park egyedi tervezésu, környezettudatos otthonai csodás panorámával, Budapest 11. kerületében Koérbereken, közvetlenül a Kánai-tóra, a környezo budai dombokra vagy a gyönyöru belso kertre tájoltak és mindössze 10 percre találhatóak a budai belvárostól. Az épületeket négy kiváló építésziroda álmodta meg. A modern és letisztult, ugyanakkor önálló építészeti stílusjegyeket hordozó épületek és a természet között egységes tájépítészeti koncepció teremti meg a harmóniát. Az egyszobás stúdiólakástól a 2-3 és 4 hálószobás 150 m2-es családi, prémium és penthouse lakásokig, minden élethelyzetnek megfelelo lakástípus elérheto a lakóparkon belül. A hatalmas üvegablakokkal rendelkezo belso kétszintes DUPLEX apartmanjai, valamint extra nagy alapterületu prémium lakásai pedig valódi alternatívát kínálnak a családi házat keresok számára is.A hatalmas, zöld parkokkal körülvett modern élettérben lehetoséged lesz sportolni, kikapcsolódni, dolgozni, gyereket nevelni, pihenni és feltöltodni. Egyszóval élni. Ezt nyújtja az új Lake11 Home & Park. A te otthonod az életstílusodra és zöldre hangolva.Szinte minden városi szolgáltatás pár perc autózással elérheto, legyen szó moziról, bevásárlásról, találkozóhelyekrol. A gyors bejutáshoz persze nem kell mindig autót használni. A 187-es busz és a 41-es villamos is a lakóparknál áll meg. De az M1, M7 és M0 autópályák is könnyen elérhetoek, így nagyon gyorsan kijutunk a városból, akár a Velencei-tóra, akár a Balatonra indulunk. A Lake11 területén zöld parkok, csökkentett forgalmú sétálóutcák, kutyafuttató, játszótér és tó körüli futópálya gondoskodik az itt élok mindennapi kényelmérol és szabadtéri kikapcsolódásáról. A közelben számos lovarda, már kiépített uszoda, strand, fitneszterem, síiskola, tenisz- és squashpálya várja a beköltözoket. A lakóparkot körülölelo dombok, az Atenor fejleszto által telepített rengeteg fa által alkotott belso pihenokertek és park office lehetoségek a tóparttal pedig megteremtik a legfontosabbat: a természet közelségét, hogy minden egyensúlyba kerüljön. A Kánai-tó körül kiépülo sétány és futópálya, piheno pontokkal megújuló óriási zöld park, család- és gyermekbarát fejlesztések várják majd az itt éloket.A LAKE11 minden otthona az átlagnál tágasabb belso terekkel, jól kihasználható teraszokkal, igényes homlokzati burkolatokkal, a legkorszerubb muszaki, valamint okosotthon-megoldásokkal várja leendo lakóit. Az alapárban gépesített konyhát és külso árnyékolót kínálunk. A fejlesztés keretén belül az ATENOR a közvetlen helyi infrastruktúrát is fejleszti többek közt orvosi rendelo létesítésével.                                                                                                                                                                                 Az elsok között regisztrációs szerzodést aláíró kedves ügyfeleink számára, jelentos elonnyel kínáljuk lakásainkat!  • Bevezeto árak• Mindössze 2 M Ft regisztrációs díjjal és kedvezo fizetési ütemezéssel lefoglalhatja leendo új otthonát• A jelenlegi lakás alaprajzok építészeti kialakítása még díjmentesen módosítható • Minden lakáshoz foglalható gépkocsibeálló• Az alapárban gépesített konyhát és külso árnyékolót kínálunk.","új építésu","2023","nincs megadva","nincs megadva","földszint","4","van","3 m-nél alacsonyabb","hoszivattyú, mennyezeti hutés-futés","van","nincs megadva","nincs megadva","nincs megadva","északnyugat","nincs megadva","12.21 m²","igen","nem tetotéri","teremgarázs hely",NA
"15","XII. kerület, Márvány utca","77,8 millió Ft","105 m²","4","XII. kerület Németvölgyi részén eladó egy 105 nm-es, 3+1 szobás tégla lakásA XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett.Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","félemelet","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nem","nem tetotéri","nincs megadva",NA
"16","XII. kerület, Németvölgy","77,8 millió Ft","105 m²","3 + 1 fél","A XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett.Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","5","van","3 m-nél magasabb","gáz (cirko)","nincs","nincs megadva","nem","külön és egyben is","nyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA
"17","XII. kerület, Márvány utca","77,8 millió Ft","105 m²","3 + 1 fél","XII. kerület Németvölgyi részén eladó egy 105 nm-es, 3+1 szobás tégla lakásA XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, gázcirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett.Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","félemelet","nincs megadva","nincs megadva","3 m-nél magasabb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","nincs megadva","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"18","VI. kerület, Székely Bertalan utca","77,8 millió Ft","67 m²","2 + 1 fél","Kodály köröndnél, a csendes Székely Bertalan utcában, eladó egy felújított lakás.A lakásban, szeparált konyha, egy tágas nappali és 2 KÜLÖN BEJÁRATÚ hálószoba, 2 fürdoszoba lett kialakítva a felújítás során.A lakás a fotókon látható bútorokkal együtt eladó. A ház jó állapotú, jó lakóközösségu.Irányár: 77,800.000,-FtBovebb tájékoztatásért és idopont egyeztetés céljából, hívjon bátran, akár hétvégén is!Környék: Kodály körönd,  Hosök tere, Városliget, Oktogon","felújított","1950 elott","duplakomfortos","nincs megadva","1","3","van","nincs megadva","gáz (cirko)","van","nincs megadva","nincs megadva","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"19","VI. kerület, Külso-Terézváros","77,8 millió Ft","107 m²","3 + 1 fél","FREKVENTÁL KÖRNYÉKEN, 2 BEJÁRATOS, 107NM-ES, 3+1 SZOBÁS, LAKÁS ÚJ NYÍLÁSSZÁRÓKKAL!VI. kerület Terézváros Szív utca, Podmanicky utca felé eso részén egy 1920-as években épült 3 emeletes, kulturált és karbantartott tégla társasházban eladó egy 3. emeleti, 2 bejáratos, DNY-i tájolású, 107nm-es, 3+1 szobás, DUPLAKOMFORTOS, gázfutéses, egyedi közmuórás, a nyílászárók és bejárati ajtók kivételével teljesköruen felújítandó, 3,66m belmagasságú (galériázható) nagypolgári lakás, ahol helyet kapott egy eredeti impozáns ZSOLNAY cserépkályha is. A nappali illetve a 2 nagyszoba a Szív utcára, a konyha és bejárati rész a belso udvarra tekint. Az ingatlan minden helyisége ablakkal rendelkezik. A jól alakítható eredeti alaprajzában még nem módosított lakásban a nyílászárók új korszeru és hoszigetelt MUANYAG-ra valamint a bejárati ajtók modern mai követelményeknek megfelelo BIZTONSÁGI AJTÓK-ra lettek cserélve, ezen felül felújítást igényel. Az ingatlanban 2 kémény belépési pont található, így könnyen kialakítható a ma divatos zártrendszeru gáz cirkó futés is. Amennyiben a 107nm kevésnek bizonyulna, a lakás fölött található tetotéri rész is megvásárolható és beépítheto, melynek a belmagassága 5,9m! Túl nagynak találja a lakást? akkor a 2 bejárat lehetoséget nyújt arra, hogy 2 lakást alakítson ki, így amíg az egyik lakásban él addig a másikat vagy eladja, vagy jó áron KIADJA!A társasház anyagi helyzete rendezett, megtakarítással rendelkezik amit bizonyít a közmuvek teljes cseréje (víz, gáz, villany), a felújított lépcsoház valamint az idei évben történo teto felújítása/cseréje és a homlokzat tervezett felújítása. AZ INGATLAN ELHELYEZKEDÉSÉNEK ÉS KIALAKÍTÁSÁNAK KÖSZÖNHETOEN NEMCSAK CSALÁDOKNAK, KITUNO VÁLASZTÁS, HANEM BEFEKTETÉSNEK IS HISZEN FELÚJÍTÁS UTÁN AZONNAL BÉRBEADHATÓ HOSSZÚTÁVRA VAGY RÖVID, NAGYOBB HASSZONNAL BÍRÓ AIRBNB-ben!Megközelítése mind gépjármuvel, gyalogosan vagy tömeg közlekedve is KÍTUNO. Tömegközlekedés szempontjából közvetlen közelében a 72, 73, 76-os trolik, 4,6-os villamosok megálló helyezkedik el, 7-8 perc sétára az egyik irányban a M3 METRÓ Nyugati Pályaudvari csomópont az összes tömegközlekedési jármuvével, a másik irányba pedig a M1 METRÓ található a Kodály köröndnél melyekkel gyorsan elérheti, a város különbözo csomópontjait. Parkolás az utcán lehetséges (fizeto övezet) de helyi lakosoknak kerületi kártya igényelheto, amelynek díja: 1000,-Ft/év.Amennyiben felkeltettem érdeklodését, forduljon hozzám bizalommal a megadott elérhetoségeimen.Ha az ingatlan vásárlásához hitelre vagy CSOK-ra van szüksége, hiteltanácsadónk ingyenesen segít Önnek megtalálni a piacon található konstrukciók közül a legoptimálisabb lehetoséget.  Hasonló ingatlanokért kérem, látogasson el honlapunkra. Várom hívását!","felújítandó","nincs megadva","duplakomfortos","nincs megadva","3","4","nincs","nincs megadva","gáz (konvektor), cserépkályha","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","udvari","nincs megadva","nincs megadva","nincs megadva","utca, közterület",NA
"20","XII. kerület, Németvölgy","77,8 millió Ft","105 m²","4","A XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett. Jöjjön és gyozodjön meg róla személyesen! 77800000 Ft","jó állapotú","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"21","VI. kerület, Székely Bertalan utca","77,8 millió Ft","67 m²","2 + 1 fél","Felújított luxus lakás Eladó!Egy elso emeleti Déli tájolású lakberendezo által tervezett kiváló minoségben felújított,két fürdoszobás lakás a Kodály Körönd mellett új tulajdonost vár.Az ingatlan ára tartalmazza a lakásban található, több mint 4,5 millió Ft értéku Design bútorok is !!!!!!A Lakás jellemzoi:A Víz- gáz és futésszerelés, elektromos hálózat és szerelvények teljesen fel lettekújítva.Új kondenzációs gázkazán lett beszerelve, a kémény a mai normák szerint lett kibélelve,új méroórák és új radiátorok kerültek beépítésre. Az internet és kábeltévé csatlakozás iskerült minden szobában, étkezoben és konyhában is.A nyílászárók mindegyikét kicserélték és egy Nívó féle páncélbiztonsági ajtóis beszerelésre került.A szobák új meleg- hidegburkolatot kaptak.(A hidegburkolattal rendelkezohelyiségben padlófutés is gondoskodik a futésrol a radiátorokon kívül.)Teljes riasztó rendszer van kialakítva a biztonság megorzéséért.A lakást 2 db klímával szerelték fel a további komfort érdekében.A lakás az Andrássy úttól néhány percre van és a Hosök tere néhány saroknyira van.A Nyugati pályaudvar 10 perc sétára van.NE/XIV/92216","felújított","2001 és 2010 között","luxus","nincs megadva","1","4","nincs megadva","3 m-nél magasabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön és egyben is","dél","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"22","XII. kerület, Márvány utca","77,8 millió Ft","105 m²","4","XII. kerület Németvölgyi részén eladó egy 105 nm-es, 3+1 szobás tégla lakásA XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett.Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","félemelet","5","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület",NA
"23","XII. kerület, Márvány utca","77,8 millió Ft","105 m²","4","A XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett. Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"24","XII. kerület, Krisztinaváros","77,8 millió Ft","105 m²","4","12. kerületben 3+1 szobás jó állapotú lakásA XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett.AZ INGATLAN MEGTEKINTHETO:- személyesen,- online személyes bejelentkezéssel.FINANSZÍROZÁSBAN SEGÍTÜNK:- Bankfüggetlen hitelcenterünk díjmentesen versenyezteti minden bank és hitelintézet ajánlatát.- Nincs más dolga, mint beszélgetni munkatársunkkal, majd a megversenyeztetett ajánlatokból kiválasztani a hosszútávon is a legmegfelelobb konstrukciót.- Szakértoink 20 éves szakmai tapasztalattal és egyedi igényekre szabott, fogyasztóbarát lakáshitelekkel, babaváró hitellel, teljes köru CSOK ügyintézéssel várják.- Elore egyeztetve akár a normál munkaido után is.Ideális választás saját részre, irodának, valamint kiadásra kereso befektetoknek is.VÁROM HÍVÁSÁT a hét minden napján!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"25","XII. kerület, Krisztinaváros","77,8 millió Ft","105 m²","4","A XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett. Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","nincs megadva","nincs megadva","földszint","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nincs megadva","nem tetotéri","nincs megadva",NA
"26","XII. kerület, Krisztinaváros","77,8 millió Ft","105 m²","4","XII. kerület Németvölgyi részén eladó egy 105 nm-es, 3+1 szobás tégla lakásA XII. kerületben a Királyhágó tér szomszédságában eladó egy 3+1 szobás, 105 nm-es, magasföldszinti, világos, jó állapotú, cirkó futéses ingatlan.Kiváló lokáció és közlekedés(102,105-ös buszok, a 17,59,61-es villamosok két perc sétára állnak meg a MOM Park is elérheto 6-7 perc alatt)!Az 1925-ben épült 52 lakásos társasház rendkívül szép állapotban van a rendszeres karbantartásnak köszönhetoen. A lakás 11 éve teljes köru felújításon esett át(vezetékek, nyílászárók, futésrendszer) korszerusítése mind megtörtént.A három közel 20 nm-es szoba a  nyugati tájolás és a lakás adottsága miatt a magasföldszint ellenére is világos, a nagy méretu konyha és fürdoszoba egyaránt nagy  ablakkal rendelkezik.A vételár részét képezi egy 6 nm-es saját zárható pincerész. A 28 ezer forintos közös költség a korlátlan vízfogyasztást is tartalmazza a szokásos dolgok mellett. Jöjjön és gyozodjön meg róla személyesen!","jó állapotú","1950 elott","összkomfortos","nincs megadva","földszint","4","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nem","egy helyiségben","nyugat","utcai","nincs megadva","nem","nem tetotéri","utca, közterület - fizetos övezet",NA
